;Class;findbugsScary;findbugsBadPractice;findbugsStyle;findbugsAll;pmdPriority;pmdCodeSize;pmdDesign;pmdCoupling;pmdAll;WMC;DIT;NOC;CBO;RFC;LCOM;Ca;NPM;Lines;Statements;X..Branches;Calls;X..Comments;Classes;Methods.Class;Avg.Stmts.Method;Max.Complexity;Max.Depth;Avg.Depth;Avg.Complexity;ID;ncloc;complexity;class_complexity;comment_lines;comment_lines_density;public_undocumented_api;duplicated_lines;violations;code_smells;sqale_index;sqale_debt_ratio;bugs;vulnerabilities;statements;public_api;functions;Commits;CreationTime;Source;Target;Total;DAC;LD;MPC
715;UnicodeToLatexFormatter;0;0;0;1;2;4;0;18;47;7;1;0;6;29;19;7;6;100;48;44063;28;18;1;5;43927;12;5;44045;43864;467;68;15;15;3;43865;1;18;3;3;36;44044;0;0;31;1;5;9;1456175579;0;0;0;4;0.333333333;2
716;UnicodeToReadableCharMap;0;1;0;1;0;2;0;0;5;1;3;0;0;3;0;1;1;241;232;0;228;43832;1;1;228;1;2;35431;1;665;234;1;1;5;43832;2;0;2;2;10;0.1;0;0;228;2;1;1;1451161145;0;0;0;0;0;0
717;UnitsToLatexFormatter;0;0;0;0;4;0;1;4;29;8;1;0;3;19;26;10;6;160;39;43900;13;52.5;1;6;24504;2;4;21551;12055;468;120;11;11;69;36.5;1;18;3;3;30;0.8;0;0;24;1;6;3;1459521143;0;2;2;3;1;2
718;UnknownExternalFileType;0;0;0;0;0;0;0;0;3;1;0;0;3;3;0;8;1;31;5;0;2;64.5;1;1;1;1;2;0.6;1;79;7;1;1;3;30;1;0;1;1;5;43923;0;0;1;2;1;9;1364106558;0;0;0;3;0;2
719;UnlinkedFilesCrawler;0;0;0;0;7;6;0;6;43;5;1;0;5;28;6;1;3;102;39;0;33;43975;1;2;11;1;3;43891;1;351;62;18;18;19;43974;2;0;2;2;20;43831;0;0;33;4;3;23;1364106558;16;0;16;5;0.666666667;5
720;UnlinkedPDFFileFilter;0;0;0;0;0;0;0;0;10;2;1;0;2;6;0;2;2;35;12;0;3;37.1;1;2;43952;2;2;0.83;43952;352;16;3;3;9;36;1;0;1;1;5;1;0;0;3;2;2;12;1364106558;0;3;3;2;1;2
721;UnsupportedVersionException;0;0;0;0;0;0;0;0;5;1;3;0;1;4;0;0;1;25;5;0;3;60;1;1;1;1;2;0.6;1;502;7;1;1;0;0;0;0;1;1;5;43923;0;0;1;0;1;13;1364106558;0;0;0;1;0;1
722;UpdateField;0;0;0;0;15;0;2;11;83;8;1;0;5;28;22;9;6;146;54;13;41;32.2;1;3;13.33;1;4;33970;1;649;80;28;28;32;44010;1;0;2;2;35;43952;0;0;42;6;6;4;1458818056;31;0;31;6;0;22
723;UpgradePdfPsToFileCleanup;0;0;0;0;3;0;0;2;26;3;1;0;7;28;1;2;2;72;35;43990;23;44005;1;3;24624;4;5;44044;43953;450;43;6;6;2;43925;1;0;1;1;5;0.4;0;0;21;2;2;6;1450622804;5;0;5;6;0.5;6
724;UpperCaseFormatter;0;0;0;0;0;0;0;3;12;6;1;0;4;14;15;3;6;41;16;0;7;43897;1;5;43922;1;2;43466;1;477;28;5;5;1;43924;1;0;1;1;5;0.6;0;0;7;1;5;2;1459521143;0;0;0;3;0;5
725;URLDownload;0;0;0;0;11;0;0;11;71;16;1;1;5;63;94;17;10;212;101;44084;47;44004;5;43864;20515;3;4;23377;29587;606;134;29;29;22;43844;5;0;3;3;25;0.6;0;0;52;9;14;40;1364106558;3;0;3;2;0.8;1
726;UrlDragDrop;0;0;0;0;2;10;0;15;67;7;1;0;12;41;17;0;6;235;88;44017;57;43888;2;43955;20576;8;6;45323;28491;135;138;20;10;21;43874;1;34;7;7;81;2;0;0;47;2;8;31;1102022950;0;0;0;7;0.8;12
727;URLUtil;0;0;0;0;1;0;1;3;24;3;1;0;0;16;3;3;3;89;31;43940;13;44.9;1;2;43960;7;6;42401;4;607;40;13;13;18;31;1;0;5;5;67;43987;0;0;19;3;2;14;1454000896;0;0;0;0;1;0
728;WaitForSaveOperation;0;0;0;0;2;0;1;1;29;5;1;0;5;39;0;1;4;97;53;44017;34;44000;1;5;43927;4;4;18629;43983;136;63;7;7;1;43983;3;0;1;1;5;0.3;0;0;34;4;4;20;1281552738;0;0;0;3;1;5
729;Warn;0;0;0;0;1;0;0;0;5;1;1;0;0;1;0;11;1;22;3;0;0;68.2;1;1;0;0;1;0.33;0;12;5;0;0;0;0;2;0;1;1;5;43893;0;0;0;2;1;8;1364106558;0;0;0;0;0;0
730;WarnAssignmentSideEffects;0;0;0;1;2;0;1;3;31;3;1;0;4;21;3;4;3;94;32;44095;26;40.4;1;2;43960;9;6;32143;5;211;49;11;11;35;41.7;2;0;7;7;65;43925;0;0;23;3;2;1;1468232859;0;0;0;4;0;6
731;VerifyingWriter;0;0;0;0;1;0;0;0;17;4;3;0;0;21;0;8;4;67;29;44056;13;44103;1;4;45717;4;5;14977;2;63;39;8;8;3;43837;3;0;1;1;5;0.4;0;0;14;4;4;16;1364106558;0;0;0;0;1;0
732;Version;0;1;0;2;3;0;2;6;59;13;1;0;3;39;66;11;12;154;80;15;47;44063;1;12;4;10;4;44013;45689;650;102;33;33;7;43927;0;0;2;2;20;0.7;0;0;45;5;7;10;1467115803;0;0;0;1;43953;0
733;VersionPreferences;0;0;0;0;0;0;0;0;11;3;1;0;2;8;0;2;3;40;11;0;4;37.5;1;3;1;1;2;1;1;651;15;3;3;0;0;4;0;1;1;5;43831;0;0;3;4;3;1;1467115803;5;2;7;2;0;4
734;VersionWorker;0;0;0;0;0;0;0;4;34;5;2;0;6;22;2;1;2;101;53;43845;19;44058;1;3;24746;9;5;2;4;325;68;18;18;1;43922;2;0;3;2;18;0.9;1;0;30;2;3;1;1467115803;0;0;0;4;1;8
735;VerticalLabelUI;0;0;0;0;1;0;0;13;60;11;4;0;0;24;51;1;7;180;65;43867;28;39.4;1;11;16497;3;3;16803;13150;320;91;15;15;32;26;0;0;1;1;5;0.2;0;0;37;2;11;20;1364106558;0;0;0;0;1;0
736;WidthFunction;0;0;0;0;0;0;0;4;17;2;1;0;5;11;0;1;2;59;18;43841;8;42.4;1;2;5;3;3;43952;2;13;24;6;6;7;44004;1;0;2;2;25;43954;0;0;10;2;2;12;1364106558;0;0;0;5;1;4
737;Windows;0;0;0;0;1;0;0;12;39;7;1;0;3;25;19;1;6;55;31;44086;30;44044;1;5;43924;4;3;16438;43863;173;45;11;11;1;43863;1;0;2;2;7;0.5;0;0;16;1;5;10;1457989677;0;0;0;3;1;3
738;VM;0;0;0;0;59;25;3;86;492;74;1;0;32;181;1197;9;10;1266;445;43955;502;44034;5;4;19.55;6;4;20121;19391;10;748;236;33.7;185;44062;20;0;39;38;383;44013;1;0;478;21;39;48;1364106558;0;0;0;17;0.47826087;32
739;VMException;0;0;0;0;0;0;0;0;4;1;4;0;0;2;0;9;1;24;4;0;1;62.5;1;1;1;1;2;0.75;1;11;6;1;1;0;0;2;0;1;1;5;44045;0;0;1;2;1;5;1364106558;0;0;0;0;0;0
740;Word;0;0;0;1;2;0;1;7;24;9;1;0;0;23;14;4;8;101;43;44094;23;44058;1;8;43953;5;4;44013;41306;478;66;17;17;10;43874;5;0;1;1;5;0.3;0;0;27;8;8;3;1446127542;0;0;0;0;0.666666667;0
741;Worker;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;12;0;23;2;0;0;82.6;1;0;0;0;0;0;0;326;3;0;0;2;40;0;0;1;1;5;43987;0;0;0;1;0;10;1364106558;0;0;0;0;0;0
742;WrapContent;0;0;0;0;0;0;0;0;16;3;0;0;1;10;1;2;3;59;20;25;2;40.7;1;2;43957;5;3;27395;43954;585;29;11;11;6;43847;0;0;1;1;5;0.6;0;0;12;1;2;15;1364106558;0;0;0;1;1;1
743;WrapFileLinks;0;0;0;0;13;8;0;49;152;7;0;0;10;57;9;1;3;326;135;44011;77;38;2;4;41579;19;9+;17227;41395;586;168;34;17;95;36.1;0;0;7;7;57;43831;0;0;85;1;6;43;1364106558;7;0;7;6;0.75;13
744;WrapLayout;0;0;0;0;5;0;6;4;38;7;2;0;0;23;21;2;5;175;61;43843;22;37.7;1;8;23132;8;7;26330;32174;137;79;17;17;48;37.8;0;0;3;3;25;43831;0;0;44;4;7;6;1448982813;0;0;0;0;0;0
745;WriteXMPAction;0;0;1;1;4;10;0;26;106;6;0;0;14;54;0;2;4;297;165;44084;134;43929;3;12114;44053;14;7;17564;44076;80;210;28;14;7;43864;3;16;9;8;313;5;1;0;106;4;7;64;1156534800;0;0;0;11;0.727272727;29
746;WriteXMPEntryEditorAction;0;0;0;0;16;10;1;22;89;4;2;0;16;34;0;2;2;156;86;43906;63;44091;2;2;13.75;12;8;23774;27485;81;107;17;43959;11;43899;1;16;6;6;65;2;0;0;53;2;4;52;1364106558;0;0;0;12;0.5;22
747;XMLChars;0;0;0;0;9;4;0;17;51;5;1;0;2;25;6;3;2;138;48;44096;31;34.1;1;3;11;11;4;44958;12175;587;65;16;16;25;44070;0;0;3;3;15;0.8;0;0;38;1;3;33;1364106558;0;0;0;2;1;1
748;XmlCharsMap;0;1;0;1;0;2;0;0;7;1;3;0;0;3;0;1;1;135;111;0;107;43866;1;1;107;1;2;34335;1;666;113;1;1;7;44048;2;0;12;12;97;44076;0;0;107;2;1;7;1455366690;0;0;0;0;0;0
749;XMLUtil;0;0;0;0;0;0;1;2;13;3;1;0;2;14;1;0;2;40;25;4;10;15;1;1;11;2;3;11689;2;659;28;2;2;2;44018;0;0;3;3;45;43926;0;0;10;2;1;5;1448287099;0;0;0;0;1;0
750;XmpPrefsTab;0;1;0;1;9;10;0;17;98;10;5;0;10;68;21;4;5;288;131;43892;119;43874;2;4;12;3;5;29952;15707;286;200;38;44024;13;43836;0;37;5;4;68;43831;1;0;95;0;9;39;1169506848;0;0;0;6;0.714285714;14
751;XMPSchemaBibtex;0;0;0;0;9;12;0;44;158;23;0;0;10;88;251;3;20;343;150;43907;105;43883;1;22;16528;18;7;44045;11720;668;211;50;50;34;44087;3;0;6;6;70;43831;0;0;102;10;22;62;1364106558;7;0;7;8;1;13
752;XMPUtil;0;0;4;7;27;44;7;148;461;27;1;0;36;193;331;8;18;1309;346;44076;480;41.7;2;43953;56.6;10;5;34731;43985;669;628;149;149;328;34.3;3;0;51;51;777;43834;0;0;386;18;24;86;1155328483;17;0;17;16;0.166666667;62
753;ZipFileChooser;0;2;0;2;6;0;2;4;62;6;6;0;9;74;13;1;2;268;116;44080;93;35.8;2;6;44049;4;5;43923;2;353;143;19;43960;41;43912;0;0;7;4;270;43896;3;0;73;2;10;37;1364106558;0;0;0;4;0;5
